transcription,hypothesis,confusion,score
is flow: for love of water playing at southern theatres at 2 am,it  's slow for another little chat playing it southern theaters at two a m,<eps> it ; is 's ; flow: slow ; for for ; love another ; of little ; water chat ; playing playing ; at it ; southern southern ; theatres theaters ; at at ; <eps> two ; 2 a ; am m,1.0
show me the song 15 storeys high,showing me the song fifteen stories high,show showing ; me me ; the the ; song song ; 15 fifteen ; storeys stories ; high high,1.0
i need reservations for a party of 8 within the same area at 01:48:35 at a restaurant in armenia that serves tuscan cuisine,i need reservations for a party of age within the same area at one hour forty eight minutes and thirty five seconds at a restaurant in armenia that serves tuscan cuisine,i i ; need need ; reservations reservations ; for for ; a a ; party party ; of of ; 8 age ; within within ; the the ; same same ; area area ; at at ; <eps> one ; <eps> hour ; <eps> forty ; <eps> eight ; <eps> minutes ; <eps> and ; <eps> thirty ; <eps> five ; 01:48:35 seconds ; at at ; a a ; restaurant restaurant ; in in ; armenia armenia ; that that ; serves serves ; tuscan tuscan ; cuisine cuisine,1.0
what movies are playing in the neighborhood,what movies are playing in the neighborhood,what what ; movies movies ; are are ; playing playing ; in in ; the the ; neighborhood neighborhood,1.0
where can i locate the show the return of mr  moto,what can i locate the show the return of missed a motel,where what ; can can ; i i ; locate locate ; the the ; show show ; the the ; return return ; of of ; <eps> missed ; mr a ; moto motel,1.0
show me horton and the kwuggerbug and more lost stories,so me horton and the <unk> and more or less stories,show so ; me me ; horton horton ; and and ; the the ; kwuggerbug <unk> ; and and ; more more ; <eps> or ; lost less ; stories stories,1.0
i d like to move the artist named matt walker to the playlist grandes unplugged,i do like to move the oddest named <unk> walk up to the <unk>,i i ; d do ; like like ; to to ; move move ; the the ; artist oddest ; named named ; <eps> <unk> ; matt walk ; walker up ; to to ; the the ; playlist <eps> ; grandes <eps> ; unplugged <unk>,1.0
list animated movies at the nearest cinema,least animated movies at the nearest cinema,list least ; animated animated ; movies movies ; at at ; the the ; nearest nearest ; cinema cinema,1.0
i want to play the video game miss castaway and the island girls,i want to play the video game miss castaway and the island girls,i i ; want want ; to to ; play play ; the the ; video video ; game game ; miss miss ; castaway castaway ; and and ; the the ; island island ; girls girls,1.0
please book a restaurant for ten members near downtown at 20:38,please sucker restaurants at ten members near downtown at twenty thirty eight,please please ; book <eps> ; a sucker ; restaurant restaurants ; for at ; ten ten ; members members ; near near ; downtown downtown ; at at ; <eps> twenty ; <eps> thirty ; 20:38 eight,1.0
put artist harry burleigh on classical new releases spotify picks,puts artist henry early on classical new releases falsified picks,put puts ; artist artist ; harry henry ; burleigh early ; on on ; classical classical ; new new ; releases releases ; spotify falsified ; picks picks,1.0
find the carrousel saga,find the <unk>,find find ; the the ; carrousel <eps> ; saga <unk>,1.0
add this extended play to women s lit playlist,at this extended play two women <unk> play list,add at ; this this ; extended extended ; play play ; to two ; women women ; s <unk> ; lit play ; playlist list,1.0
i want to book a restaurant now in ludlow for eight,i went to a book a restaurant now in <unk> for eight,i i ; want went ; to to ; <eps> a ; book book ; a a ; restaurant restaurant ; now now ; in in ; ludlow <unk> ; for for ; eight eight,1.0
movie schedules for neighborhood cinema group,movie <unk> neighborhoods cinema group,movie movie ; schedules <eps> ; for <unk> ; neighborhood neighborhoods ; cinema cinema ; group group,1.0
i would rate this book a value of 3 and a best rating of 6,i would read this book a value of three and a best rating of sex,i i ; would would ; rate read ; this this ; book book ; a a ; value value ; of of ; 3 three ; and and ; a a ; best best ; rating rating ; of of ; 6 sex,1.0
please rate think like a freak 3 points out of 6,please write think like a freak three points out of six,please please ; rate write ; think think ; like like ; a a ; freak freak ; 3 three ; points points ; out out ; of of ; 6 six,1.0
play some amber kuo from the eighties on spotify,play some <unk> from the eighties on <unk>,play play ; some some ; amber <eps> ; kuo <unk> ; from from ; the the ; eighties eighties ; on on ; spotify <unk>,1.0
add chér to the still got the blues playlist,i tell her to the <unk>,add <eps> ; chér <eps> ; to i ; the tell ; still her ; got to ; the the ; blues <eps> ; playlist <unk>,1.0
play humour,play humor,play play ; humour humor,1.0
weather for jun  ninth  2033 in san pierre romania,weatherford jen ninth twenty thirty three and <unk> romania,weather weatherford ; for jen ; jun ninth ; ninth twenty ; 2033 thirty ; in three ; san and ; pierre <unk> ; romania romania,1.0
rate this current essay 1 out of 6 points,rape this current essay one out of six points,rate rape ; this this ; current current ; essay essay ; 1 one ; out out ; of of ; 6 six ; points points,1.0
give zero out of 6 stars to smart girls get what they want book,gives zero out of six stars too smart girls get what they want book,give gives ; zero zero ; out out ; of of ; 6 six ; stars stars ; to too ; smart smart ; girls girls ; get get ; what what ; they they ; want want ; book book,1.0
the following essay is a two,the following i say i use it too,the the ; following following ; <eps> i ; <eps> say ; essay i ; is use ; a it ; two too,1.0
play a movement fromthe eighties by nobuo uematsu,play a movement from the eighties by no <unk>,play play ; a a ; movement movement ; <eps> from ; fromthe the ; eighties eighties ; by by ; nobuo no ; uematsu <unk>,1.0
give me a link to the a little something for us tempunauts soundtrack,give me a link to be a little something for his temper not soundtrack,give give ; me me ; a a ; link link ; to to ; the be ; a a ; little little ; something something ; for for ; <eps> his ; us temper ; tempunauts not ; soundtrack soundtrack,1.0
add tunnel of love to ethel s metal crash course palylist,a ton of love to <unk>,add a ; tunnel ton ; of of ; love love ; to to ; ethel <eps> ; s <eps> ; metal <eps> ; crash <eps> ; course <eps> ; palylist <unk>,1.0
play some glenn stetson music on spotify,play some <unk> some music <unk>,play play ; some some ; glenn <unk> ; stetson some ; music music ; on <eps> ; spotify <unk>,1.0
play one way ticket by ray kennedy,play one way ticket by ray kennedy,play play ; one one ; way way ; ticket ticket ; by by ; ray ray ; kennedy kennedy,1.0
book a spot distant from the neighborhood on the week-end,book a spot distant from the neighborhood on the weekend,book book ; a a ; spot spot ; distant distant ; from from ; the the ; neighborhood neighborhood ; on on ; the the ; week-end weekend,1.0
rate timeline of science fiction 4 out of 6,right timeline of science fiction for out to six,rate right ; timeline timeline ; of of ; science science ; fiction fiction ; 4 for ; out out ; of to ; 6 six,1.0
rate darth maul: shadow hunter one out 6 stars,raped are small shadow hunter one out sick stars,rate raped ; darth are ; maul: small ; shadow shadow ; hunter hunter ; one one ; out out ; 6 sick ; stars stars,1.0
play me a 1974 tune on slacker,play me a nineteen seventy four to non slacker,play play ; me me ; a a ; <eps> nineteen ; <eps> seventy ; 1974 four ; tune to ; on non ; slacker slacker,1.0
find at this point in time,find at this point in time,find find ; at at ; this this ; point point ; in in ; time time,1.0
i d like to listen to the song the natural farmer,i do you like to listen to the song the natural farmer,i i ; <eps> do ; d you ; like like ; to to ; listen listen ; to to ; the the ; song song ; the the ; natural natural ; farmer farmer,1.0
i want to put land of the dead into my big daddy s booze & blues playlist,i want to put land if the dating to my big daddy <unk> and blues <unk>,i i ; want want ; to to ; put put ; land land ; of if ; the the ; dead dating ; into to ; my my ; big big ; daddy daddy ; s <eps> ; booze <unk> ; & and ; blues blues ; playlist <unk>,1.0
play me leonid soybelman on vimeo,<unk>,play <eps> ; me <eps> ; leonid <eps> ; soybelman <eps> ; on <eps> ; vimeo <unk>,1.0
book a cafeteria for 5 in turkmenistan,look at cafeteria five in <unk>,book look ; a at ; cafeteria cafeteria ; for <eps> ; 5 five ; in in ; turkmenistan <unk>,1.0
can you find the book beatmania iidx 10th style,can you find the book beef mania i d extent style,can can ; you you ; find find ; the the ; book book ; <eps> beef ; <eps> mania ; beatmania i ; iidx d ; 10th extent ; style style,1.0
play suite sudarmoricaine by afi on itunes,play sweeps <unk>,play play ; suite <eps> ; sudarmoricaine <eps> ; by <eps> ; afi <eps> ; on sweeps ; itunes <unk>,1.0
what time is the ladies diplomat playing,what time is the ladies diplomat plane,what what ; time time ; is is ; the the ; ladies ladies ; diplomat diplomat ; playing plane,1.0
play the song gangsta by siavash ghomayshi,play the song gangsta <unk>,play play ; the the ; song song ; gangsta gangsta ; by <eps> ; siavash <eps> ; ghomayshi <unk>,1.0
book a spot for one at a food court in riddlesburg,book a spot for one at a food got <unk>,book book ; a a ; spot spot ; for for ; one one ; at at ; a a ; food food ; court <eps> ; in got ; riddlesburg <unk>,1.0
rate the gutting of couffignal one points,right the gutting of cussing though one points,rate right ; the the ; gutting gutting ; of of ; <eps> cussing ; couffignal though ; one one ; points points,1.0
what s the weather in springside nature reserve at four pm,what is the weather <unk>,what what ; s is ; the the ; weather weather ; in <eps> ; springside <eps> ; nature <eps> ; reserve <eps> ; at <eps> ; four <eps> ; pm <unk>,1.0
show more questions than answers trailer,show more questions than answers trailer,show show ; more more ; questions questions ; than than ; answers answers ; trailer trailer,1.0
find three in the attic,find three in the attic,find find ; three three ; in in ; the the ; attic attic,1.0
where is winterheart’s guild,where it  's winter hot skilled,where where ; <eps> it ; <eps> 's ; is winter ; winterheart’s hot ; guild skilled,1.0
this chronicle is rated 4 points better than previous,these chronicle is rated full points better than previous,this these ; chronicle chronicle ; is is ; rated rated ; 4 full ; points points ; better better ; than than ; previous previous,1.0
need to see if there will be fog,me to see if that will be fault,need me ; to to ; see see ; if if ; there that ; will will ; be be ; fog fault,1.0
this saga is definitely worth 4 stars,this summer is definitely <unk>,this this ; saga summer ; is is ; definitely definitely ; worth <eps> ; 4 <eps> ; stars <unk>,1.0
find a tv series called when harry tries to marry,find a t v series called when harry tries to marry,find find ; a a ; <eps> t ; tv v ; series series ; called called ; when when ; harry harry ; tries tries ; to to ; marry marry,1.0
i need a table for one,i need a table for one,i i ; need need ; a a ; table table ; for for ; one one,1.0
rate the grisly wife three points out of 6,right the grizzly wife three points out of sakes,rate right ; the the ; grisly grizzly ; wife wife ; three three ; points points ; out out ; of of ; 6 sakes,1.0
will it be overcast in 1 minute within walking distance of oh,well it  'd be overcast in one minute within walking distance of uh,will well ; it it ; <eps> 'd ; be be ; overcast overcast ; in in ; 1 one ; minute minute ; within within ; walking walking ; distance distance ; of of ; oh uh,1.0
look for the nightmare on providence street saga,look for the nightmare on providence street saga,look look ; for for ; the the ; nightmare nightmare ; on on ; providence providence ; street street ; saga saga,1.0
add peter banks to verano forever list,piece of banks did their own forever list,add piece ; peter of ; banks banks ; <eps> did ; to their ; verano own ; forever forever ; list list,1.0
add el valle del jarama to my working day playlist,i <unk> to my working day play list,add <eps> ; el <eps> ; valle <eps> ; del i ; jarama <unk> ; to to ; my my ; working working ; day day ; <eps> play ; playlist list,1.0
add this tune to the spinnin  records top 100 list,at this tuned to the spin and records top one hundred list,add at ; this this ; tune tuned ; to to ; the the ; <eps> spin ; spinnin and ; records records ; top top ; <eps> one ; 100 hundred ; list list,1.0
rate the current textbook one stars,right the current textbook one stars,rate right ; the the ; current current ; textbook textbook ; one one ; stars stars,1.0
rate licence renewed a 4,rate license renewed or for,rate rate ; licence license ; renewed renewed ; a or ; 4 for,1.0
looking for liberalism and the limits of justice,looking for liberalism and the limits of justice,looking looking ; for for ; liberalism liberalism ; and and ; the the ; limits limits ; of of ; justice justice,1.0
add tune to morning rhythm playlist,i choose a morning rhythm pay less,add i ; tune choose ; to a ; morning morning ; rhythm rhythm ; <eps> pay ; playlist less,1.0
book a spot for ten  tomorrow at a popular vegan restaurant that is close to alabama,focus bought for ten tomorrow at a popular vegan restaurant that he  's close to alabama,book <eps> ; a focus ; spot bought ; for for ; ten ten ; tomorrow tomorrow ; at at ; a a ; popular popular ; vegan vegan ; restaurant restaurant ; that that ; <eps> he ; is 's ; close close ; to to ; alabama alabama,1.0
play soldier boy from melody gardot,play soldier boy from <unk>,play play ; soldier soldier ; boy boy ; from from ; melody <eps> ; gardot <unk>,1.0
what will the weather be ten minutes from now in canada,what will the weather be ten minutes from now in canada,what what ; will will ; the the ; weather weather ; be be ; ten ten ; minutes minutes ; from from ; now now ; in in ; canada canada,1.0
can you play music from 2003 on netflix,can you play music from two thousand three on net flicks,can can ; you you ; play play ; music music ; from from ; <eps> two ; <eps> thousand ; 2003 three ; on on ; <eps> net ; netflix flicks,1.0
where can i find information on brats in battalions,we cannot find information on brats in battalions,where <eps> ; can we ; i cannot ; find find ; information information ; on on ; brats brats ; in in ; battalions battalions,1.0
is it going to be stormy in austin creek state recreation area at 09:42,is it going to be still me in austin creek state recreation area nine forty two,is is ; it it ; going going ; to to ; be be ; <eps> still ; stormy me ; in in ; austin austin ; creek creek ; state state ; recreation recreation ; area area ; <eps> nine ; at forty ; 09:42 two,1.0
tell me what the weather will look like here at 01:50,tell me what the weather will look like here at one fifty,tell tell ; me me ; what what ; the the ; weather weather ; will will ; look look ; like like ; here here ; at at ; <eps> one ; 01:50 fifty,1.0
i need a reservation for five at a top-rated english restaurant in elma,i need a reservation for five at the top rated english restaurants in alabama,i i ; need need ; a a ; reservation reservation ; for for ; five five ; at at ; <eps> the ; a top ; top-rated rated ; english english ; restaurant restaurants ; in in ; elma alabama,1.0
can you tell me the movies playing at united paramount theatres,can you tell me the movies playing and united paramount stitches,can can ; you you ; tell tell ; me me ; the the ; movies movies ; playing playing ; at and ; united united ; paramount paramount ; theatres stitches,1.0
show me the animated movies starting at 10:56:18 a m  at the nearest movie house,show me the animated movies starting at ten hours fifty six minutes an eighteen seconds i am at the nearest movie house,show show ; me me ; the the ; animated animated ; movies movies ; starting starting ; at at ; <eps> ten ; <eps> hours ; <eps> fifty ; <eps> six ; <eps> minutes ; <eps> an ; <eps> eighteen ; 10:56:18 seconds ; a i ; m am ; at at ; the the ; nearest nearest ; movie movie ; house house,1.0
give this album three out of 6 points,give this album three out of six points,give give ; this this ; album album ; three three ; out out ; of of ; 6 six ; points points,1.0
will there be sun ten minutes from now in uintah,well that  'd be <unk> ten minutes from now in into,<eps> well ; will that ; there 'd ; be be ; sun <unk> ; ten ten ; minutes minutes ; from from ; now now ; in in ; uintah into,1.0
add janie jones to my indie pop,add janey jones to my indy pop,add add ; janie janey ; jones jones ; to to ; my my ; indie indy ; pop pop,1.0
read the novel on-line encyclopedia of integer sequences,read a novel online encyclopedia advantages sequences,read read ; the a ; novel novel ; on-line online ; encyclopedia encyclopedia ; of <eps> ; integer advantages ; sequences sequences,1.0
rate this series five out of 6,right the series five out of six,rate right ; this the ; series series ; five five ; out out ; of of ; 6 six,1.0
find the now we are six saga,fines and now we are six saga,find fines ; the and ; now now ; we we ; are are ; six six ; saga saga,1.0
add the album to the psychedelic rock playlist,at the album to the <unk> <unk> <unk>,add at ; the the ; album album ; to to ; the the ; psychedelic <unk> ; rock <unk> ; playlist <unk>,1.0
play the música da série de filmes o hobbit album by alex otaola,play the music <unk> films oh habit album by alex <unk>,play play ; the the ; música <eps> ; da <eps> ; série music ; de <unk> ; filmes films ; o oh ; hobbit habit ; album album ; by by ; alex alex ; otaola <unk>,1.0
find a game called the oh in ohio,find a game called the oh in ohio,find find ; a a ; game game ; called called ; the the ; oh oh ; in in ; ohio ohio,1.0
was the weather colder last august at stunt ranch santa monica mountains reserve,what  's the weather cold last august it <unk> santa monica mountains resist,<eps> what ; was 's ; the the ; weather weather ; colder cold ; last last ; august august ; at <eps> ; stunt it ; ranch <unk> ; santa santa ; monica monica ; mountains mountains ; reserve resist,1.0
find the photograph hearts burst into fire,find the photograph hearts burst into fire,find find ; the the ; photograph photograph ; hearts hearts ; burst burst ; into into ; fire fire,1.0
add little pattie track in nu metal,i have little puppy track in new mental,<eps> i ; add have ; little little ; pattie puppy ; track track ; in in ; nu new ; metal mental,1.0
find and book a table in wv,find in book a table in w v,find find ; and in ; book book ; a a ; table table ; in in ; <eps> w ; wv v,1.0
what is the release date for the dvd called wild is the wind,what is the release date for the d v d called wild is the wind,what what ; is is ; the the ; release release ; date date ; for for ; the the ; <eps> d ; <eps> v ; dvd d ; called called ; wild wild ; is is ; the the ; wind wind,1.0
play something on my classic jazz funk playlist on zvooq,hi something on my <unk>,play hi ; something something ; on on ; my my ; classic <eps> ; jazz <eps> ; funk <eps> ; playlist <eps> ; on <eps> ; zvooq <unk>,1.0
give two points to one virgin too many,gave two points to one version too many,give gave ; two two ; points points ; to to ; one one ; virgin version ; too too ; many many,1.0
add another album to my keep calm playlist,add another album to my keep come play list,add add ; another another ; album album ; to to ; my my ; keep keep ; <eps> come ; calm play ; playlist list,1.0
book a pub for pepperoni near their house and not far,book a pub for pepperoni near their house and not far,book book ; a a ; pub pub ; for for ; pepperoni pepperoni ; near near ; their their ; house house ; and and ; not not ; far far,1.0
buy cannabis painting,by kind of is painting,<eps> by ; <eps> kind ; buy of ; cannabis is ; painting painting,1.0
play 1951 tunes,plane nineteen fifty one tunes,<eps> plane ; <eps> nineteen ; play fifty ; 1951 one ; tunes tunes,1.0
book any popular puglia serving oyster bar for 10 in jemez springs,book any popular pull your serving <unk> springs,book book ; any any ; popular popular ; puglia <eps> ; serving <eps> ; oyster <eps> ; bar <eps> ; for pull ; 10 your ; in serving ; jemez <unk> ; springs springs,1.0
add barbara to the metal xplorer playlist,and <unk>,add <eps> ; barbara <eps> ; to <eps> ; the <eps> ; metal <eps> ; xplorer and ; playlist <unk>,1.0
play me a patrick cowley ballad,play mia patrick <unk> ballard,play play ; me <eps> ; a mia ; patrick patrick ; cowley <unk> ; ballad ballard,1.0
out of a possible 6 stars  i give the princes and the treasure a five,out of a possible six stars i give the princes and the treasurer five,out out ; of of ; a a ; possible possible ; 6 six ; stars stars ; i i ; give give ; the the ; princes princes ; and and ; the the ; treasure <eps> ; a treasurer ; five five,1.0
book a gratin serving tea house in bushkill,the <unk> tea house in <unk>,book <eps> ; a <eps> ; gratin the ; serving <unk> ; tea tea ; house house ; in in ; bushkill <unk>,1.0
book for 8 am in massachusetts for 1,books are age i am in massachusetts for one,<eps> books ; book are ; for age ; 8 i ; am am ; in in ; massachusetts massachusetts ; for for ; 1 one,1.0
read the open ecology journal,read the open ecology journal,read read ; the the ; open open ; ecology ecology ; journal journal,1.0
tell me if there will be a snowstorm on sep  the second  2028 in olpe,tell me if they will be a snowstorm on september the second twenty twenty <unk>,tell tell ; me me ; if if ; there they ; will will ; be be ; a a ; snowstorm snowstorm ; on on ; sep september ; the the ; second second ; 2028 twenty ; in twenty ; olpe <unk>,1.0
book a table at serendipity 3 in veyo for now,book a table at serendipity three in vale for now,book book ; a a ; table table ; at at ; serendipity serendipity ; 3 three ; in in ; veyo vale ; for for ; now now,1.0
where is the nearest movie house that is playing sirivantha,that is the newest movie <unk>,where that ; is is ; the the ; nearest newest ; movie movie ; house <eps> ; that <eps> ; is <eps> ; playing <eps> ; sirivantha <unk>,1.0
add m-cabi to the playlist named pre-party r&b jams,i <unk> named <unk>,add <eps> ; m-cabi <eps> ; to <eps> ; the i ; playlist <unk> ; named named ; pre-party <eps> ; r&b <eps> ; jams <unk>,1.0
add this song onto my playlist entitled chill out,uh this song onto my play last entitle chill out,add uh ; this this ; song song ; onto onto ; my my ; <eps> play ; playlist last ; entitled entitle ; chill chill ; out out,1.0
give me the local movie times,give me the local movie times,give give ; me me ; the the ; local local ; movie movie ; times times,1.0
play eighties track,play eighties track,play play ; eighties eighties ; track track,1.0
where can i buy a used copy of the game called i lie around,we can i buy used a copy of the game cold i lie around,where we ; can can ; i i ; buy buy ; a used ; used a ; copy copy ; of of ; the the ; game game ; called cold ; i i ; lie lie ; around around,1.0
find blood moon: year of the wolf  a movie,find blood moon year of the wolf a movie,find find ; blood blood ; moon: moon ; year year ; of of ; the the ; wolf wolf ; a a ; movie movie,1.0
find a soundtrack called i still believe in you,find the soundtrack good i still believe in you,find find ; a the ; soundtrack soundtrack ; called good ; i i ; still still ; believe believe ; in in ; you you,1.0
find the game gormenghast,find the game gourmet guest,find find ; the the ; game game ; <eps> gourmet ; gormenghast guest,1.0
i want you to add must b 21 to acoustic covers the mash ups,i want you to add must be twenty one to acoustic covers the mash up,i i ; want want ; you you ; to to ; add add ; must must ; <eps> be ; b twenty ; 21 one ; to to ; acoustic acoustic ; covers covers ; the the ; mash mash ; ups up,1.0
add totally stress free by bobby lord to my playlist,i totally stress free bible below to my <unk>,add i ; totally totally ; stress stress ; free free ; by <eps> ; bobby bible ; lord below ; to to ; my my ; playlist <unk>,1.0
what is the movie schedule for movies in the neighbourhood,what is the movie scheduled for movies in the neighborhood,what what ; is is ; the the ; movie movie ; schedule scheduled ; for for ; movies movies ; in in ; the the ; neighbourhood neighborhood,1.0
i need to book a table for five at the crooked house of windsor,i need to book a table for five at the crooked house of wins,i i ; need need ; to to ; book book ; a a ; table table ; for for ; five five ; at at ; the the ; crooked crooked ; house house ; of of ; windsor wins,1.0
play escapada,they ask a beta,<eps> they ; <eps> ask ; play a ; escapada beta,1.0
find the blood red sandman,find the blood red send men,find find ; the the ; blood blood ; red red ; <eps> send ; sandman men,1.0
what movies are playing in the area,what movies are playing in the area,what what ; movies movies ; are are ; playing playing ; in in ; the the ; area area,1.0
reserve a table for 7 at a cafeteria in lafe city,where  's that at a table for seven at a cafeteria in life city,<eps> where ; <eps> 's ; <eps> that ; reserve at ; a a ; table table ; for for ; 7 seven ; at at ; a a ; cafeteria cafeteria ; in in ; lafe life ; city city,1.0
rate book of the dead three stars,right but because they <unk>,rate <eps> ; book <eps> ; of right ; the but ; dead because ; three they ; stars <unk>,1.0
play the track the wizard and i,say that attracts a whiz at a night,<eps> say ; play that ; the attracts ; track a ; the whiz ; wizard at ; and a ; i night,1.0
what is fantasy zone ii: the tears of opa-opa,what is fantasies on oil the <unk>,what what ; is is ; fantasy fantasies ; zone on ; ii: oil ; the the ; tears <eps> ; of <eps> ; opa-opa <unk>,1.0
i need to book a table at a fast food spot that serves slinger in pr,i need to look at the table at fast foods that says singer n p r,i i ; need need ; to to ; <eps> look ; book at ; a the ; table table ; at at ; a <eps> ; fast fast ; food foods ; spot that ; that says ; serves singer ; slinger n ; in p ; pr r,1.0
show the bean and the boys painting,show the being in the boys painting,show show ; the the ; bean being ; and in ; the the ; boys boys ; painting painting,1.0
please play different slanguages by fred labour,please play difference languages by fred labor,please please ; play play ; different difference ; slanguages languages ; by by ; fred fred ; labour labor,1.0
when will the flower and the angry waves be showing,when will the flour and the angry waves be showing,when when ; will will ; the the ; flower flour ; and and ; the the ; angry angry ; waves waves ; be be ; showing showing,1.0
rate my current novel one out of 6 points,right my current novel one out of six points,rate right ; my my ; current current ; novel novel ; one one ; out out ; of of ; 6 six ; points points,1.0
give five stars to the general saga,give five stars to the general saga,give give ; five five ; stars stars ; to to ; the the ; general general ; saga saga,1.0
find the schedule for blood orgy of the leather girls at a movie house,find the schedule for blood orgy of the leather girls at a movie house,find find ; the the ; schedule schedule ; for for ; blood blood ; orgy orgy ; of of ; the the ; leather leather ; girls girls ; at at ; a a ; movie movie ; house house,1.0
play music from the artist irma pane,play music from the artist erma pain,play play ; music music ; from from ; the the ; artist artist ; irma erma ; pane pain,1.0
i want to see movie times at neighborhood cinema group,i wanted to see a movie dimes at neighborhood cinema group,i i ; want wanted ; to to ; see see ; <eps> a ; movie movie ; times dimes ; at at ; neighborhood neighborhood ; cinema cinema ; group group,1.0
add blue feather to the nature noise playlist,add blue feather to the nature noise play list,add add ; blue blue ; feather feather ; to to ; the the ; nature nature ; noise noise ; <eps> play ; playlist list,1.0
i need to get seats for me and my ex wife to eat in egypt,i need to get seats for me and my ex wife to eat in egypt,i i ; need need ; to to ; get get ; seats seats ; for for ; me me ; and and ; my my ; ex ex ; wife wife ; to to ; eat eat ; in in ; egypt egypt,1.0
play music by ian haugland,play music by in holland,play play ; music music ; by by ; ian in ; haugland holland,1.0
give four star to current novel,give four star took i did  n't know the,give give ; four four ; star star ; <eps> took ; <eps> i ; <eps> did ; to n't ; current know ; novel the,1.0
find wintersong game,find winter song game,find find ; <eps> winter ; wintersong song ; game game,1.0
what will the temperature be at midnight in ne,what will the temperature the at midnight in any,what what ; will will ; the the ; temperature temperature ; be the ; at at ; midnight midnight ; in in ; ne any,1.0
i rate the variation of animals and plants under domestication a value of 0,oh right the variation of animals implants under domestication of value of zero,i oh ; rate right ; the the ; variation variation ; of of ; animals animals ; and <eps> ; plants implants ; under under ; domestication domestication ; a of ; value value ; of of ; 0 zero,1.0
play some acapella music on iheart,play some compelling music on a hot,play play ; some some ; acapella compelling ; music music ; on on ; <eps> a ; iheart hot,1.0
where is the nearest movie house that is showing the kingfisher caper,where is the nearest movie house that just showing the <unk>,where where ; is is ; the the ; nearest nearest ; movie movie ; house house ; that that ; is just ; showing showing ; the the ; kingfisher <eps> ; caper <unk>,1.0
find a picture called how much wood would a woodchuck chuck,find a picture cold how much would would would chuck chuck,find find ; a a ; picture picture ; called cold ; how how ; much much ; wood would ; would would ; a would ; woodchuck chuck ; chuck chuck,1.0
add cake to bake to lo que suena new york,i gave it to bake too low case when a new york,<eps> i ; add gave ; cake it ; to to ; bake bake ; <eps> too ; to low ; lo case ; que when ; suena a ; new new ; york york,1.0
give one rank to this album,give one rank to this album,give give ; one one ; rank rank ; to to ; this this ; album album,1.0
book a spot for 2 at a restaurant in pw,focused spot for a two at a restaurant in p w,book <eps> ; a focused ; spot spot ; for for ; <eps> a ; 2 two ; at at ; a a ; restaurant restaurant ; in in ; <eps> p ; pw w,1.0
show movie schedules close by movies,she  'll movie <unk> buy movies,show she ; movie 'll ; schedules movie ; close <unk> ; by buy ; movies movies,1.0
add the tune to my house afterwork playlist,at the tune to my house <unk>,add at ; the the ; tune tune ; to to ; my my ; house house ; afterwork <eps> ; playlist <unk>,1.0
play songs by wise,say songs by wise,play say ; songs songs ; by by ; wise wise,1.0
go to the movie the best of pirates of the mississippi,going to the movie the best of pirates of the mississippi,go going ; to to ; the the ; movie movie ; the the ; best best ; of of ; pirates pirates ; of of ; the the ; mississippi mississippi,1.0
play seven steps to heaven by wikluh sky,lay seven steps to heaven by <unk>,play lay ; seven seven ; steps steps ; to to ; heaven heaven ; by by ; wikluh <eps> ; sky <unk>,1.0
what is the weather forecast in ulen on mar  2nd  2035,what is the weather forecast in you  'll end on march second twenty thirty five,what what ; is is ; the the ; weather weather ; forecast forecast ; in in ; <eps> you ; <eps> 'll ; ulen end ; on on ; <eps> march ; <eps> second ; mar twenty ; 2nd thirty ; 2035 five,1.0
place this tune in workout remix,hi stacey tune in what <unk>,place hi ; this stacey ; tune tune ; in in ; workout what ; remix <unk>,1.0
what time is high tide at noon showing,what time is high died at noon showing,what what ; time time ; is is ; high high ; tide died ; at at ; noon noon ; showing showing,1.0
book a restaurant for 4 of us,book a restaurant for four of us,book book ; a a ; restaurant restaurant ; for for ; 4 four ; of of ; us us,1.0
play fereydoun farrokhzad best track,they say they  're doing <unk> best track,<eps> they ; <eps> say ; <eps> they ; play 're ; fereydoun doing ; farrokhzad <unk> ; best best ; track track,1.0
make dinner reservation for 3 people on june 23rd  2040 in blodgett,make dinner reservation for three people on june twenty third twenty forty and legit,make make ; dinner dinner ; reservation reservation ; for for ; 3 three ; people people ; on on ; june june ; <eps> twenty ; <eps> third ; 23rd twenty ; 2040 forty ; in and ; blodgett legit,1.0
forecast for econfina,focus for <unk>,forecast focus ; for for ; econfina <unk>,1.0
i need a place that serves smelt for a party of 4  preferably a taverna,i need a place that serves smelled for a party of for preferably a to burn up,i i ; need need ; a a ; place place ; that that ; serves serves ; smelt smelled ; for for ; a a ; party party ; of of ; 4 for ; preferably preferably ; a a ; <eps> to ; <eps> burn ; taverna up,1.0
can i rate the book my life in france not one  but 6 stars,again i read the book my life in <unk> not one but six dollars,can again ; i i ; rate read ; the the ; book book ; my my ; life life ; in in ; france <unk> ; not not ; one one ; but but ; 6 six ; stars dollars,1.0
book reservation for 2 people tomorrow in whitewater,book reservation for two people tomorrow in white walls,book book ; reservation reservation ; for for ; 2 two ; people people ; tomorrow tomorrow ; in in ; <eps> white ; whitewater walls,1.0
find google news,find google news,find find ; google google ; news news,1.0
